product,forums,news,twitter,video,convo_vol,positive_vol,neutral_vol,negative_vol,senti_score_avg,senti_score_wk,week,units,index,views,group,cat,period
p2,7588,238,351186,69242,428254,85760,303039,39455,68.42857143,70,-1,156462,29.54606667,32226215,p,Sports,prelaunch
p2,9493,456,349897,71080,430926,66042,324695,40189,64.14285714,70,0,1323239,45.4576,39483596,p,Sports,launch
p2,6775,219,89755,67827,164576,34077,102275,28224,62.85714286,63,1,460761,18.91233333,30483386,p,Sports,postlaunch
p2,5166,156,40724,60974,107020,26839,56406,23775,63.28571429,64,2,245500,11.2841,22894476,p,Sports,postlaunch
p2,4747,60,57110,52008,113925,22170,71318,20437,60.42857143,62,3,172791,8.863633333,26378171,p,Sports,postlaunch
p2,3631,91,31451,45569,80742,18816,45078,16848,62.14285714,61,4,140490,6.8216,20754079,p,Sports,postlaunch
p2,4551,69,69124,41396,115140,21158,74231,19751,58.85714286,68,5,139579,9.0457,29513534,p,Sports,postlaunch
p2,3727,107,42091,34709,80634,14199,51281,15154,55.71428571,48,6,129472,8.3296,22949718,p,Sports,postlaunch
p2,3005,21,24810,33947,61783,12639,35570,13574,56.14285714,56,7,112563,6.662166667,18281649,p,Sports,postlaunch
p2,2505,20,35951,30625,69101,13047,43210,12844,57.28571429,60,8,108242,6.7031,22846472,p,Sports,postlaunch
p2,2600,10,19964,43472,66046,15190,38077,12779,63.71428571,59,9,100451,6.123766667,18329390,p,Sports,postlaunch
p2,2270,5,20867,42260,65402,14528,37510,13364,60.85714286,60,10,88456,5.557766667,18968210,p,Sports,postlaunch
p2,3344,59,23997,39425,66825,13399,39989,13437,58.14285714,55,11,137280,7.176366667,20516648,p,Sports,postlaunch
p2,2759,60,22939,39778,65536,14068,38803,12665,61.14285714,60,12,78097,5.266866667,18240692,p,Sports,postlaunch
p2,2268,7,14485,49265,66025,14554,39790,11681,64.42857143,63,13,67405,4.9158,21654909,p,Sports,postlaunch
p2,2453,21,24462,42409,69345,13740,42540,13065,59,56,14,74662,5.655866667,18981129,p,Sports,postlaunch
p2,2036,19,21427,40078,63560,14125,37726,11709,63.28571429,61,15,75577,5.556566667,18852500,p,Sports,postlaunch
p2,2206,23,35263,47453,84945,18031,53555,13359,65.85714286,64,16,111894,6.646866667,27246957,p,Sports,postlaunch
p2,2474,59,26900,57324,86757,19208,53338,14211,66.42857143,69,17,839319,13.13496667,28738080,p,Sports,postlaunch
p2,1928,25,18878,63278,84109,19252,51349,13509,67.85714286,65,18,247932,9.720566667,22216455,p,Sports,postlaunch
p2,2138,21,25799,40921,68879,12113,44861,11905,56.28571429,60,19,152823,9.143933333,21486084,p,Sports,postlaunch
p2,2018,17,25718,45266,73019,14427,48004,10588,64.14285714,71,20,271623,8.561666667,25129553,p,Sports,postlaunch
p2,2293,16,24886,64737,91932,20921,57394,13617,69.71428571,69,21,345082,9.283733333,29530267,p,Sports,postlaunch
p2,2325,16,15492,59437,77270,18178,46846,12246,69.42857143,68,22,131520,5.765666667,25582892,p,Sports,postlaunch
p2,2398,16,18506,55412,76332,22335,41745,12252,74.42857143,70,23,50980,4.827166667,24075858,p,Sports,postlaunch
p2,2361,15,13120,52467,67963,18669,36970,12324,72.14285714,78,24,72608,4.658433333,24868702,p,Sports,postlaunch
p2,2424,15,28491,54921,85851,22233,50448,13170,73.71428571,70,25,101892,4.430966667,22212308,p,Sports,postlaunch
p2,2706,104,26983,65823,95616,27945,52576,15095,74.14285714,67,26,85376,3.951433333,24286583,p,Sports,postlaunch
p2,2251,75,25657,69765,97748,26544,56329,14875,75.42857143,81,27,63717,5.764733333,26004399,p,Sports,postlaunch
p2,2233,4,17348,54619,74204,26644,36504,11056,80.71428571,93,28,42498,3.301866667,22596474,p,Sports,postlaunch
p2,2343,12,13097,59671,75123,22721,40488,11914,77.14285714,77,29,34022,3.053633333,20828937,p,Sports,postlaunch
p2,2186,5,10252,50307,62750,18480,34828,9429,78.71428571,77,30,49869,2.411466667,18162304,p,Sports,postlaunch
p2,2457,6,12273,47489,62225,15827,36592,9806,72.28571429,68,31,41995,2.091866667,16976730,p,Sports,postlaunch
p2,1741,40,9812,53411,65004,16279,39871,8854,74.14285714,75,32,34014,2.220466667,14076893,p,Sports,postlaunch
p2,1822,28,16292,49300,67442,17012,41860,8570,75.42857143,78,33,80296,3.8217,18922773,p,Sports,postlaunch
p2,2087,6,20297,54187,76577,19380,46964,10233,75.14285714,74,34,56643,4.2536,21107577,p,Sports,postlaunch
p2,4430,9,29524,69273,103236,28684,60682,13870,78.14285714,79,35,57588,4.1087,21845791,p,Sports,postlaunch
p2,4921,9,26101,79305,110336,28808,66389,15139,75.71428571,75,36,85939,3.8899,18073156,p,Sports,postlaunch
p2,4516,9,20936,67110,92571,26408,52559,13604,77.71428571,77,37,113173,4.0697,18690077,p,Sports,postlaunch
p2,2753,60,29583,74318,106714,28195,64857,13662,76.85714286,78,38,125699,4.000266667,19648098,p,Sports,postlaunch
p2,2847,16,14663,66465,83991,23810,47981,12200,77.71428571,78,39,98039,3.5499,18442233,p,Sports,postlaunch
p2,2260,6,18142,55410,75818,20150,44199,11466,74.85714286,74,40,56657,3.012866667,18551454,p,Sports,postlaunch
p2,2487,2,17363,37161,57013,14131,34667,8215,72.71428571,68,41,61313,2.587933333,17103350,p,Sports,postlaunch
p2,2421,23,13612,42785,58841,16242,33298,9301,75.14285714,73,42,59984,2.285966667,14406649,p,Sports,postlaunch
p2,2677,70,26558,39362,68667,16142,43869,8656,74.71428571,78,43,43593,1.907966667,21393230,p,Sports,postlaunch
p2,1941,311,10245,33637,46134,12301,27335,6498,76,78,44,54702,1.619933333,13287969,p,Sports,postlaunch
p2,2182,3,10500,40436,53121,16347,29728,7046,79.14285714,73,45,63953,1.503966667,10363305,p,Sports,postlaunch
p2,2453,6,32649,33383,68491,15775,42484,10232,72.28571429,75,46,38477,1.742,16816501,p,Sports,postlaunch
p2,1734,3,9123,33659,44519,10729,23798,9992,61.57142857,71,47,26565,1.336666667,10545970,p,Sports,postlaunch
p2,1935,27,24539,27203,53704,10962,35310,7432,67.28571429,68,48,26441,NA,9596869,p,Sports,postlaunch
p2,1547,1,11450,27375,40373,10000,23781,6592,71.14285714,73,49,32275,1.3547,11050225,p,Sports,postlaunch
p2,1192,4,8435,19860,29491,6988,18252,4244,70.57142857,72,50,20786,1.812533333,28881357,p,Sports,postlaunch
p2,1297,2,5827,19039,26165,6502,16214,3449,74.57142857,74,51,48025,1.4203,13698053,p,Sports,postlaunch
p2,1112,1,5825,18715,25653,6311,15983,3359,74,77,52,53645,1.229133333,8499024,p,Sports,postlaunch
p2,998,0,4656,19486,25140,6364,15643,3133,75.85714286,76,53,31258,1.129266667,6561055,p,Sports,postlaunch
p2,927,4,4152,15830,20913,5294,12929,2690,75.28571429,75,54,8345,1.138433333,8199929,p,Sports,postlaunch
p2,1711,153,4508,18701,25073,6842,14291,3940,72.57142857,78,55,6986,1.378933333,6841743,p,Sports,postlaunch
p2,2089,307,3900,6766,13062,2942,6996,3124,56.42857143,41,56,6916,1.556733333,6908635,p,Sports,postlaunch
p2,1775,65,3877,5251,10968,2471,5488,3009,50.85714286,49,57,3568,1.4087,6197799,p,Sports,postlaunch
p2,1383,5,2123,3319,6830,1249,4149,1432,52.57142857,63,58,3295,1.053533333,6611070,p,Sports,postlaunch
p2,1148,5,1402,3139,5694,1000,3651,1043,55.14285714,61,59,2898,0.903566667,7134476,p,Sports,postlaunch
p2,891,2,1353,2701,4947,796,3352,797,56,56,60,2834,0.861466667,6803642,p,Sports,postlaunch
p2,623,1,1078,3011,4713,827,3228,658,61.57142857,66,61,3032,0.855466667,6252682,p,Sports,postlaunch
p3,1567,2133,12197,5014,20911,4830,11272,4809,53,61,-16,141,NA,4351828,p,Sports,prelaunch
p3,756,51,4327,2875,8009,1640,4479,1889,52.14285714,54,-15,308,NA,2503859,p,Sports,prelaunch
p3,482,219,1213,2778,4692,1340,1980,1372,61.14285714,47,-14,464,NA,2279759,p,Sports,prelaunch
p3,1312,275,6445,5908,13940,4809,5417,3714,63.71428571,53,-13,521,NA,4450712,p,Sports,prelaunch
p3,1963,748,5132,3140,10983,2104,6307,2572,53.57142857,54,-12,728,3.120133333,1040928,p,Sports,prelaunch
p3,1002,2507,4730,4116,12355,3090,6651,2614,59.85714286,30,-11,899,3.6831,1165958,p,Sports,prelaunch
p3,6704,659,127710,36566,171639,31927,114646,25066,63.14285714,61,-10,22360,13.36516667,33412931,p,Sports,prelaunch
p3,3000,101,26548,19826,49475,16658,23447,9370,73,70,-9,22295,5.885333333,8502686,p,Sports,prelaunch
p3,5275,62,173699,29080,208116,27198,147486,33432,53.28571429,56,-8,20837,NA,7910102,p,Sports,prelaunch
p3,1907,102,25945,13958,41912,9194,23982,8736,60.28571429,61,-7,20223,7.720766667,7126594,p,Sports,prelaunch
p3,4747,1185,132213,18110,156255,38992,93923,23337,69.71428571,74,-6,24827,22.1158,28044935,p,Sports,prelaunch
p3,1740,261,24945,18344,45290,10778,26762,7750,68.14285714,70,-5,25664,10.21573333,11453197,p,Sports,prelaunch
p3,1816,38,19011,18499,39364,9654,22930,6780,69.85714286,84,-4,28854,8.689433333,6236733,p,Sports,prelaunch
p3,1790,85,11348,25070,38293,11816,19532,6945,77.85714286,80,-3,38362,11.95396667,5189028,p,Sports,prelaunch
p3,2319,46,33763,18633,54761,15497,28424,10840,71.57142857,78,-2,58845,15.49273333,9966111,p,Sports,prelaunch
p3,7639,73,58962,92410,159084,39780,93061,26243,71.85714286,66,-1,205505,35.32406667,18420400,p,Sports,prelaunch
p3,11656,1021,95573,120460,228710,57919,131053,39738,70.14285714,71,0,1603496,50.02823333,29571543,p,Sports,launch
p3,12304,470,278383,117340,408497,80055,268993,59449,64.85714286,66,1,410008,24.87443333,29392545,p,Sports,postlaunch
p3,8186,2319,82396,71076,163977,37278,98657,28041,67.14285714,61,2,193681,13.38273333,23839757,p,Sports,postlaunch
p3,5437,179,30845,52522,88983,21616,52801,14562,70.28571429,71,3,160750,8.185933333,19094297,p,Sports,postlaunch
p3,4072,55,27158,49563,80848,19249,47779,13818,68.42857143,65,4,115281,6.4909,14784942,p,Sports,postlaunch
p3,3337,265,19564,43883,67049,17159,39994,9893,73.57142857,73,5,99245,5.6593,12759179,p,Sports,postlaunch
n1,1135,91,13487,3014,17727,4156,10094,3477,55.25,63,-12,2715,2.375933333,4408252,n,Sports,prelaunch
n1,254,9,617,737,1617,446,728,443,57.71428571,69,-11,2474,0.7465,793671,n,Sports,prelaunch
n1,44,20,4,183,251,55,125,71,50,61,-10,2650,0.708166667,293303,n,Sports,prelaunch
n1,106,15,840,536,1497,317,819,361,41.28571429,52,-9,3486,0.680466667,741755,n,Sports,prelaunch
n1,50,12,0,551,613,147,293,173,44.28571429,60,-8,3357,0.7243,757243,n,Sports,prelaunch
n1,616,74,4811,3332,8833,3014,4102,1717,56.42857143,51,-7,4981,1.8528,2427692,n,Sports,prelaunch
n1,235,20,2231,1742,4228,899,2576,753,61.85714286,72,-6,6963,2.027533333,2003457,n,Sports,prelaunch
n1,107,10,781,751,1649,412,976,261,70.28571429,85,-5,7173,1.2441,841101,n,Sports,prelaunch
n1,47,6,673,762,1488,460,751,277,72,66,-4,7526,1.1991,458425,n,Sports,prelaunch
n1,155,1,628,1895,2679,767,1267,645,65.42857143,57,-3,9165,1.605333333,580288,n,Sports,prelaunch
n1,242,3,1428,1441,3114,753,1635,726,58.71428571,58,-2,13440,1.860866667,548176,n,Sports,prelaunch
n1,2112,18,12353,6173,20656,4119,13679,2858,70.71428571,64,-1,30097,2.9357,2159710,n,Sports,prelaunch
n1,2296,101,69306,8577,80280,10115,64882,5283,62.14285714,67,0,348859,5.323466667,3228165,n,Sports,launch
n1,1520,32,11448,8519,21519,3913,13270,4336,54,54,1,105313,2.336833333,2588992,n,Sports,postlaunch
n1,1208,12,5528,5473,12221,2399,7356,2466,56.57142857,65,2,51713,1.280233333,1946906,n,Sports,postlaunch
n1,950,67,22404,4762,28183,2502,22967,2714,53.57142857,51,3,37222,1.184866667,2374388,n,Sports,postlaunch
n1,696,6,4676,4734,10112,1730,5843,2539,45.28571429,50,4,31621,0.951033333,1314227,n,Sports,postlaunch
n1,752,5,4111,4157,9025,1630,5687,1708,56,52,5,33422,0.775066667,1176762,n,Sports,postlaunch
n1,1129,9,5370,5086,11594,2202,6959,2433,54,61,6,29960,0.952833333,1480933,n,Sports,postlaunch
n1,560,1,3753,4381,8695,1617,5463,1615,56,53,7,27405,0.711566667,1908150,n,Sports,postlaunch
n1,586,3,4054,3643,8286,1284,5407,1595,51.85714286,56,8,19164,0.7695,1950665,n,Sports,postlaunch
n1,735,28,3773,4469,9005,1710,5511,1784,56.85714286,57,9,35616,0.807166667,1094506,n,Sports,postlaunch
n1,1082,4,3614,3367,8067,1362,5107,1598,52.14285714,53,10,185961,1.834666667,1501783,n,Sports,postlaunch
n1,551,1,2738,4282,7572,1637,4586,1349,63.57142857,64,11,62448,1.334633333,1313567,n,Sports,postlaunch
n1,635,1,8320,3741,12697,1390,9781,1526,54,47,12,37268,1.071466667,2091541,n,Sports,postlaunch
n1,409,1,4578,3801,8789,1410,6228,1151,60.71428571,55,13,63252,1.164,2172705,n,Sports,postlaunch
n1,716,1,11565,3474,15756,1740,12736,1280,59.85714286,54,14,95527,1.113466667,3385441,n,Sports,postlaunch
n1,622,0,19545,3862,24029,1800,20850,1379,57,53,15,132021,1.2528,2202838,n,Sports,postlaunch
n1,863,0,6734,5063,12660,2063,8810,1787,60.14285714,58,16,61382,0.863133333,2183721,n,Sports,postlaunch
n1,731,1,8205,5425,14362,2124,10358,1880,58.42857143,60,17,31185,0.683233333,2140668,n,Sports,postlaunch
n1,814,0,3631,5639,10084,1860,6391,1833,57.14285714,57,18,19679,0.655533333,2043124,n,Sports,postlaunch
n1,713,16,3914,4979,9622,1768,6032,1822,56.28571429,60,19,24003,0.6429,2031447,n,Sports,postlaunch
n1,519,2,3208,4799,8528,1802,5470,1256,66.14285714,63,20,26390,0.676666667,2629772,n,Sports,postlaunch
n1,560,1,2860,4172,7593,1521,4776,1296,61.85714286,60,21,11153,0.550733333,1960987,n,Sports,postlaunch
n1,807,2,2285,4381,7475,1767,4439,1269,67.57142857,67,22,23589,0.561366667,1722984,n,Sports,postlaunch
n1,769,3,3168,3999,7939,1580,4994,1365,61.42857143,61,23,19010,0.6492,1800141,n,Sports,postlaunch
n1,655,44,3318,5461,9478,2550,5354,1574,70,65,24,11655,0.591633333,1937009,n,Sports,postlaunch
n1,704,5,2049,3839,6597,1395,4097,1105,63.57142857,63,25,25244,0.562466667,2037167,n,Sports,postlaunch
n1,860,4,2152,5134,8150,1801,4828,1521,62.57142857,63,26,33712,0.519,2330834,n,Sports,postlaunch
n1,1131,2,3248,6110,10491,2440,5828,2223,61.14285714,60,27,22176,0.4725,2721633,n,Sports,postlaunch
n1,693,0,2579,5495,8767,1802,5129,1836,57.42857143,52,28,7843,0.398033333,2317771,n,Sports,postlaunch
n1,442,2,1641,4365,6450,1340,4047,1063,63.71428571,57,29,5418,0.372433333,1985336,n,Sports,postlaunch
n1,623,10,2139,4089,6861,1279,4494,1088,61.14285714,64,30,9149,0.412866667,1648345,n,Sports,postlaunch
n1,629,2,1745,4104,6480,1143,4134,1203,55.85714286,59,31,29840,0.518166667,1760489,n,Sports,postlaunch
n1,543,2,1719,3535,5799,1069,3738,992,58.57142857,69,32,26396,0.487766667,1431604,n,Sports,postlaunch
n1,786,10,1404,3494,5694,1080,3657,957,60.28571429,57,33,13064,0.4123,1391015,n,Sports,postlaunch
n1,810,2,1791,4745,7348,1585,4362,1401,61,58,34,11438,0.430866667,1560693,n,Sports,postlaunch
n1,475,5,1386,4507,6373,1336,3997,1040,64.28571429,62,35,10210,0.3903,1554455,n,Sports,postlaunch
n1,406,0,1019,4065,5490,1118,3536,836,64.85714286,60,36,8027,0.354,1609001,n,Sports,postlaunch
n1,1257,207,2435,4120,8019,1756,4814,1449,63.57142857,59,37,17085,0.611133333,1692218,n,Sports,postlaunch
n1,922,4,2215,4413,7554,1507,4670,1377,60,59,38,27177,0.791033333,1838186,n,Sports,postlaunch
n1,810,2,1836,3821,6469,1293,4074,1102,61.85714286,62,39,40593,0.7409,1665944,n,Sports,postlaunch
n1,1213,4,3175,3627,8019,1407,4693,1919,49.28571429,56,40,20028,0.600333333,1434044,n,Sports,postlaunch
n1,593,3,1575,4019,6190,1232,3889,1069,61.57142857,67,41,4067,0.3739,1864664,n,Sports,postlaunch
n1,586,0,1158,3767,5511,1078,3405,1028,58.28571429,55,42,4321,0.2991,1635292,n,Sports,postlaunch
n1,598,0,1229,3305,5132,1030,3112,990,59,57,43,3449,0.234966667,1253100,n,Sports,postlaunch
n1,584,0,1473,3332,5389,941,3515,933,57.28571429,66,44,5609,0.2255,1153260,n,Sports,postlaunch
n1,968,8,1278,3126,5380,1090,3236,1054,58,55,45,17396,0.247166667,1081551,n,Sports,postlaunch
n1,843,7,962,2058,3870,802,2266,802,58,58,46,17809,0.2305,785751,n,Sports,postlaunch
n1,368,2,907,2045,3322,679,2132,511,64.71428571,76,47,11901,0.177866667,571317,n,Sports,postlaunch
n1,457,0,774,1775,3006,613,1944,449,64.71428571,59,48,11663,0.167333333,526627,n,Sports,postlaunch
n1,424,1,803,1844,3072,613,2027,432,65,59,49,12686,0.154166667,463642,n,Sports,postlaunch
n1,510,0,932,1329,2771,525,1802,444,62.28571429,67,50,5731,0.139733333,447869,n,Sports,postlaunch
n1,1239,0,705,1073,3017,715,1717,585,64.14285714,69,51,2437,0.1583,512516,n,Sports,postlaunch
n1,1174,15,624,585,2398,641,1175,582,63.14285714,72,52,2033,0.171033333,374725,n,Sports,postlaunch
n1,722,5,385,339,1451,351,650,450,52,47,53,1224,0.129666667,467554,n,Sports,postlaunch
n1,484,1,280,317,1082,197,585,300,45.71428571,59,54,1768,0.119766667,593921,n,Sports,postlaunch
n1,388,4,257,307,956,185,611,160,60.28571429,66,55,2247,0.126566667,459285,n,Sports,postlaunch
n1,3094,1,347,317,3759,209,3312,238,50.42857143,51,56,1670,0.1294,734022,n,Sports,postlaunch
n1,744,1,219,372,1336,171,989,176,54,59,57,1554,0.120433333,697127,n,Sports,postlaunch
n1,1005,0,134,284,1423,137,1161,125,59.28571429,53,58,1247,0.105733333,717009,n,Sports,postlaunch
n1,380,3,775,259,1417,86,622,709,38.57142857,40,59,5233,0.1104,612974,n,Sports,postlaunch
n1,328,0,182,312,822,124,584,114,57.42857143,64,60,9663,0.112333333,471341,n,Sports,postlaunch
n1,378,0,150,300,828,151,566,111,64.42857143,64,61,1643,0.111866667,773441,n,Sports,postlaunch
n1,377,0,180,296,853,134,584,135,55.42857143,57,62,1610,0.1222,600688,n,Sports,postlaunch
n1,335,0,148,264,747,110,545,92,59.28571429,59,63,7657,0.173633333,900640,n,Sports,postlaunch
n1,384,1,180,232,797,166,488,143,60.57142857,58,64,-3020,0.144633333,614698,n,Sports,postlaunch
n1,187,0,121,188,496,82,344,70,59.71428571,82,65,3974,0.146533333,618730,n,Sports,postlaunch
n1,196,0,128,237,561,93,396,72,62.28571429,63,66,4225,0.1336,418094,n,Sports,postlaunch
n1,177,2,186,307,672,92,502,78,58.28571429,66,67,5710,0.1591,652568,n,Sports,postlaunch
n1,282,0,159,232,673,148,389,136,58.85714286,75,68,2566,0.130033333,527626,n,Sports,postlaunch
n1,191,0,162,190,543,113,348,82,65.42857143,62,69,2152,0.1003,383033,n,Sports,postlaunch
n1,228,0,145,279,652,152,386,114,66.85714286,55,70,2139,0.0998,331497,n,Sports,postlaunch
n1,133,0,107,281,521,127,321,73,71,74,71,2087,0.098233333,344193,n,Sports,postlaunch
n1,147,0,125,253,525,100,327,98,57,45,72,1899,0.091566667,391378,n,Sports,postlaunch
n1,151,0,90,340,581,116,343,122,55.71428571,54,73,1438,0.089466667,340872,n,Sports,postlaunch
n1,236,0,91,290,617,147,313,157,59.85714286,69,74,1678,0.089366667,350382,n,Sports,postlaunch
n1,152,1,115,294,562,122,313,127,55.71428571,40,75,1389,0.088333333,372024,n,Sports,postlaunch
n1,114,1,88,230,433,97,262,74,65.71428571,83,76,980,0.0774,321907,n,Sports,postlaunch
n1,150,0,99,307,556,137,331,88,70.14285714,78,77,1130,0.076866667,340746,n,Sports,postlaunch
n1,129,0,248,363,740,179,458,103,72.85714286,63,78,1579,0.081666667,399867,n,Sports,postlaunch
n1,190,0,329,732,1251,332,710,209,70.71428571,75,79,2460,0.141766667,427227,n,Sports,postlaunch
n1,135,0,259,563,957,252,552,153,71.42857143,41,80,1911,0.1375,342415,n,Sports,postlaunch
n1,170,0,207,831,1208,338,667,203,75.42857143,84,81,1318,0.117066667,280189,n,Sports,postlaunch
n1,103,0,164,1800,2067,663,1083,321,82.28571429,89,82,898,0.093733333,248560,n,Sports,postlaunch
n1,105,0,172,1097,1374,400,726,248,73.42857143,86,83,881,0.099366667,224824,n,Sports,postlaunch
n1,229,0,156,1054,1439,373,728,338,63.14285714,50,84,769,0.0794,181518,n,Sports,postlaunch
n1,172,0,94,481,747,239,379,129,76,69,85,761,0.076033333,236710,n,Sports,postlaunch
n1,92,0,206,743,1041,246,550,245,59.14285714,41,86,692,0.062,149701,n,Sports,postlaunch
n1,52,0,366,315,733,113,482,138,52.71428571,53,87,646,0.0577,138973,n,Sports,postlaunch
n1,114,0,236,144,494,62,358,74,51.57142857,47,88,549,0.0536,137443,n,Sports,postlaunch
n1,74,0,302,128,504,57,414,33,62,72,89,603,0.0474,185273,n,Sports,postlaunch
n1,85,0,322,135,542,55,458,29,61.14285714,61,90,431,0.041933333,117304,n,Sports,postlaunch
n1,75,0,284,118,477,61,386,30,63,56,91,416,0.044433333,94551,n,Sports,postlaunch
n1,180,0,176,118,474,72,283,119,47.42857143,47,92,591,0.045166667,85966,n,Sports,postlaunch
n1,99,0,219,125,443,59,328,56,55.28571429,45,93,480,0.042266667,120438,n,Sports,postlaunch
n1,107,1,266,92,466,83,348,35,68.28571429,66,94,1064,NA,156469,n,Sports,postlaunch
n1,87,0,170,66,323,45,243,35,57,46,95,689,0.040766667,184189,n,Sports,postlaunch
n1,53,0,292,81,426,36,368,21,58,59,96,792,0.042333333,217781,n,Sports,postlaunch
n1,87,1,295,97,480,63,353,64,56.71428571,55,97,731,0.0447,162298,n,Sports,postlaunch
n1,32,1,62,98,193,38,124,31,62.57142857,75,98,993,0.045266667,238188,n,Sports,postlaunch
n1,34,0,125,141,300,76,199,25,70.42857143,56,99,1146,0.054866667,254756,n,Sports,postlaunch
n1,33,0,81,168,282,52,205,25,65.42857143,62,100,1000,0.054233333,94648,n,Sports,postlaunch
n1,49,1,57,150,257,41,181,35,63,72,101,926,0.056933333,102997,n,Sports,postlaunch
n1,54,0,76,171,301,54,205,42,62,45,102,911,0.071666667,125363,n,Sports,postlaunch
n1,66,0,73,150,289,59,189,41,65.28571429,79,103,774,0.048866667,142800,n,Sports,postlaunch
n1,208,0,55,159,422,83,200,139,54.71428571,45,104,814,0.044433333,133304,n,Sports,postlaunch
n1,50,0,56,102,208,40,136,32,60.85714286,45,105,702,0.036666667,179998,n,Sports,postlaunch
n1,47,0,40,85,172,24,123,25,54.28571429,46,106,630,0.0356,122721,n,Sports,postlaunch
n1,15,0,42,130,187,25,148,14,63,64,107,654,0.0358,128328,n,Sports,postlaunch
n2,3092,96,22576,2469,28233,5570,16804,5859,52.42857143,45,-12,4521,2.3064,4018984,n,Sports,prelaunch
n2,1210,1,3584,992,5787,1622,2689,1476,52.42857143,73,-11,3823,0.6945,1205942,n,Sports,prelaunch
n2,578,3,522,591,1694,411,648,635,39.28571429,55,-10,3190,0.581166667,347569,n,Sports,prelaunch
n2,846,1,2103,414,3364,584,1538,1242,32.57142857,22,-9,3560,0.564466667,184438,n,Sports,prelaunch
n2,2067,20,5656,1247,8990,2052,4202,2736,43.14285714,54,-8,6164,0.909833333,1606058,n,Sports,prelaunch
n2,2741,34,7925,2193,12893,2549,6786,3558,48.42857143,54,-7,4654,1.7098,2387738,n,Sports,prelaunch
n2,2055,14,3894,2337,8300,1661,4192,2447,47.57142857,51,-6,5360,1.5524,1672209,n,Sports,prelaunch
n2,1088,9,2842,252,4191,1005,2344,842,52.71428571,52,-5,4426,0.907633333,637824,n,Sports,prelaunch
n2,2233,20,2987,697,5937,1185,3090,1662,47.57142857,59,-4,5642,0.984633333,452983,n,Sports,prelaunch
n2,806,9,3008,275,4098,767,2534,797,57.14285714,63,-3,7272,1.2721,333636,n,Sports,prelaunch
n2,2076,6,11438,317,13837,2119,8878,2840,48.71428571,39,-2,11650,1.559266667,385986,n,Sports,prelaunch
n2,4271,29,32774,2223,39297,5957,27774,5566,59.71428571,59,-1,32334,3.180233333,1908126,n,Sports,prelaunch
n2,4978,232,93573,3843,102626,12941,82748,6937,59.42857143,54,0,299723,5.066066667,4944506,n,Sports,launch
n2,2831,58,7602,3538,14029,2628,8331,3070,52.28571429,50,1,105128,2.039633333,3084930,n,Sports,postlaunch
n2,1949,16,4939,2755,9659,1799,5616,2244,50,55,2,49437,1.334133333,1946912,n,Sports,postlaunch
n2,2104,26,7267,2076,11473,1834,7208,2431,49,46,3,38198,1.265166667,2596366,n,Sports,postlaunch
n2,1954,6,5397,1764,9121,1453,5568,2100,46.42857143,52,4,36113,1.010366667,2330577,n,Sports,postlaunch
n2,1634,6,8587,1841,12068,1098,9437,1533,46.71428571,49,5,40810,0.961133333,1751728,n,Sports,postlaunch
n2,1286,5,3463,1560,6314,908,4177,1229,48.85714286,43,6,25654,0.8312,1453531,n,Sports,postlaunch
n2,1182,7,2640,1699,5528,917,3573,1038,52.85714286,43,7,19019,0.6959,1521237,n,Sports,postlaunch
n2,1072,5,4461,1614,7152,1343,4605,1204,53.42857143,53,8,23636,0.781666667,2316813,n,Sports,postlaunch
n2,982,5,17337,1520,19844,1665,16916,1263,54.71428571,48,9,21694,0.789033333,1534406,n,Sports,postlaunch
n2,1166,6,4197,1530,6899,917,4998,984,53.85714286,56,10,36707,0.945466667,2603866,n,Sports,postlaunch
n2,1207,5,4994,1598,7804,1432,5350,1022,60.57142857,61,11,187663,1.9354,2096711,n,Sports,postlaunch
n2,2109,88,6962,2101,11260,2247,7153,1860,59.57142857,69,12,76614,1.494633333,2579538,n,Sports,postlaunch
n2,1198,30,12080,1799,15107,3161,10664,1282,68.42857143,76,13,45824,1.291466667,2112168,n,Sports,postlaunch
n2,1011,2,3625,1408,6046,1003,4133,910,59.28571429,60,14,76285,1.228633333,2007058,n,Sports,postlaunch
n2,889,1,2874,1645,5409,880,3742,787,58.85714286,62,15,120647,1.343333333,2292259,n,Sports,postlaunch
n2,1334,0,4137,3095,8566,1819,5354,1393,62.85714286,60,16,59000,0.932133333,1964283,n,Sports,postlaunch
n2,1229,10,4147,4604,9990,2259,6316,1415,69.57142857,72,17,22762,0.7016,2912938,n,Sports,postlaunch
n2,1244,1,3537,4119,8901,1710,5705,1486,60.57142857,58,18,13017,0.6713,2262550,n,Sports,postlaunch
n2,900,7,3600,4672,9179,2076,5703,1400,67.42857143,72,19,21528,0.6635,2524359,n,Sports,postlaunch
n2,1516,7,3168,3689,8380,1585,5360,1435,60,66,20,23625,0.659866667,2127749,n,Sports,postlaunch
n2,1245,1,2235,4533,8014,1675,4952,1387,61.71428571,60,21,14948,0.602933333,2316454,n,Sports,postlaunch
n2,1441,0,2523,3290,7254,1434,4581,1239,61,62,22,14225,0.650433333,2333552,n,Sports,postlaunch
n2,1184,1,2519,5037,8741,1695,5602,1444,61.57142857,68,23,31806,0.678933333,2445521,n,Sports,postlaunch
n2,1320,0,3019,6703,11042,2605,6810,1626,70.85714286,64,24,37202,0.6448,2461679,n,Sports,postlaunch
